,Address,Price,Beds,Baths,Area_Sqft,City,Zipcode,Time_on_Redfin(days),Property Type,Year_built,Community,Lot_Size_Sqft,Est_Monthly_Payt,Est_Redfin_Price,Price/Sq.Ft.,Buyer_Agent_Commission,HOA_Dues,Style
156,"Residence 2B4,Fremont, CA 94538",1527431,3,3,1776,Fremont,94538,0,Multi-Family (2-4 Unit),Unknown,Innovation - Matrix,29160,8868,1469274,687,2,0,Unknown
157,"Residence 2A6,Fremont, CA 94538",1527431,3,3,1787,Fremont,94538,0,Multi-Family (2-4 Unit),Unknown,Innovation - Matrix,29160,8868,1469274,683,2,0,Unknown
158,"Finchley,Fremont, CA 94539",1527431,3,3,2743,Fremont,94539,0,Condo,Unknown,Emerson Park at Metro Crossing,29160,12711,1469274,638,2,0,Unknown
159,"Chadwell,Fremont, CA 94539",1527431,2,2,1836,Fremont,94539,0,Condo,Unknown,Emerson Park at Metro Crossing,29160,9079,1469274,681,2,0,Unknown
160,"Beckton,Fremont, CA 94539",1527431,2,2,1768,Fremont,94539,0,Condo,Unknown,Emerson Park at Metro Crossing,29160,8208,1469274,639,2,0,Unknown
161,"Farringdon,Fremont, CA 94539",1527431,3,3,2678,Fremont,94539,0,Condo,Unknown,Emerson Park at Metro Crossing,29160,12493,1469274,642,2,0,Unknown
162,"Mitcham,Fremont, CA 94539",1527431,3,3,2361,Fremont,94539,0,Condo,Unknown,Emerson Park at Metro Crossing,29160,11186,1469274,652,2,0,Unknown
163,"Residence 4B1,Fremont, CA 94538",1527431,3,3,2218,Fremont,94538,0,Multi-Family (2-4 Unit),Unknown,Innovation - Matrix,29160,9551,1469274,593,2,0,Unknown
164,"Residence 4A2,Fremont, CA 94538",1527431,3,3,2218,Fremont,94538,0,Multi-Family (2-4 Unit),Unknown,Innovation - Matrix,29160,9551,1469274,593,2,0,Unknown
165,"Residence 4B4,Fremont, CA 94538",1527431,3,3,2218,Fremont,94538,0,Multi-Family (2-4 Unit),Unknown,Innovation - Matrix,29160,9551,1469274,593,2,0,Unknown
166,"Residence 1,Fremont, CA 94536",1527431,3,2.5,1843,Fremont,94536,0,Multi-Family (2-4 Unit),Unknown,Cottages at CenterPointe,29160,10452,1469274,781,2,0,Unknown
167,"Residence 2,Fremont, CA 94536",1527431,4,3.5,2191,Fremont,94536,0,Multi-Family (2-4 Unit),Unknown,Cottages at CenterPointe,29160,11905,1469274,748,2,0,Unknown
168,"Residence 1X,Fremont, CA 94536",1527431,3,2.5,1847,Fremont,94536,0,Multi-Family (2-4 Unit),Unknown,Cottages at CenterPointe,29160,10670,1469274,795,2,0,Unknown
169,"Residence 2A3,Fremont, CA 94538",1527431,3,3,1776,Fremont,94538,0,Multi-Family (2-4 Unit),Unknown,Innovation - Matrix,29160,8868,1469274,687,2,0,Unknown
170,"Acclaim,Fremont, CA 94538",1527431,4,3.5,1569,Fremont,94538,0,Single Family Residential,Unknown,Renown at Irvington,29160,9420,1469274,827,2,0,Unknown
171,"Ovation,Fremont, CA 94538",1527431,3,2.5,1641,Fremont,94538,0,Single Family Residential,Unknown,Renown at Irvington,29160,9442,1469274,792,2,0,Unknown
172,"Residence 4A3,Fremont, CA 94538",1527431,3,3,2218,Fremont,94538,0,Multi-Family (2-4 Unit),Unknown,Innovation - Matrix,29160,9551,1306180,593,2,0,Unknown
173,"Residence 2B1S,Fremont, CA 94538",1527431,2,2,1035,Fremont,94538,0,Multi-Family (2-4 Unit),Unknown,Innovation - Chroma,29160,5592,1469274,744,2,0,Unknown
174,"6613 Folklore Ct,SAN JOSE, CA 95120",1199000,3,2.5,1354,San Jose,95120,2,Townhouse,1977,SAN JOSE,29160,9174,1205189,886,2,465,Unknown
175,"634 Mohican Dr,SAN JOSE, CA 95123",1650000,5,4,2427,San Jose,95123,0,Single Family Home,1963,SAN JOSE,6172,11985,1648048,680,2,0,Unknown
176,"556 King George Ave,San Jose, CA 95136",1050000,3,3.5,1690,San Jose,95136,0,Townhouse,2000,COMMUNICATIONS HILL,1690,7916,1049091,621,2,289,Unknown
177,"3015 Senter Rd,SAN JOSE, CA 95111",1067888,3,2,1593,San Jose,95111,0,Single Family Home,1960,SAN JOSE,5202,7757,1084529,670,2,0,Contemporary
178,"6117 Cahalan Ave,SAN JOSE, CA 95123",1150000,3,2,1593,San Jose,95123,0,Single Family Home,1968,SAN JOSE,5763,8353,1156390,722,2,0,Traditional
179,"144 F QUAIL HOLLOW Dr #144,SAN JOSE, CA 95128",315800,2,2,1440,San Jose,95128,0,Double-Wide Mobile Home,1974,SAN JOSE,29160,2294,312893,219,3,0,Unknown
180,"1484 Keoncrest Ave,SAN JOSE, CA 95110",839999,3,1.5,1148,San Jose,95110,0,Single Family Home,1953,SAN JOSE,5350,6101,1469274,732,2,0,Unknown
181,"1445 Fruitdale Ave #215,SAN JOSE, CA 95128",748800,2,2,1216,San Jose,95128,0,Condo,2009,SAN JOSE,29160,5480,751303,616,2,41,Unknown
182,"1726 Papyrus Ln,SAN JOSE, CA 95126",1999999,4,2.5,1926,San Jose,95126,1,Single Family Home,2004,SAN JOSE,3416,14739,2005914,1038,2,212,Unknown
183,"3181 Heather Ridge Dr,SAN JOSE, CA 95136",775000,2,2,1067,San Jose,95136,1,Condo,1989,SAN JOSE,29160,6214,775012,726,2,585,Unknown
184,"352 Grandpark Cir,SAN JOSE, CA 95136",1198000,3,2,1303,San Jose,95136,1,Single Family Home,1972,SAN JOSE,5853,8702,1211993,919,2,0,Unknown
185,"795 W Taylor St,SAN JOSE, CA 95126",799000,1,1,540,San Jose,95126,1,Single Family Home,1910,SAN JOSE,3954,5803,799065,1480,2,0,Unknown
186,"555 Umbarger Rd #54,SAN JOSE, CA 95111",289900,3,2,1230,San Jose,95111,1,Double-Wide Mobile Home,1999,SAN JOSE,29160,2106,286731,236,4,0,Unknown
187,"282 Tradewinds Dr #2,SAN JOSE, CA 95123",525888,2,1,959,San Jose,95123,1,Condo,1970,SAN JOSE,29160,4272,525718,548,2,452,Contemporary
188,"5419 Silver Vista Way,SAN JOSE, CA 95138",1249900,2,2,1590,San Jose,95138,1,Condo,1995,SAN JOSE,29160,9775,1250375,786,2,696,Mediterranean
189,"4271 N First St #117,SAN JOSE, CA 95134",285000,2,2,1245,San Jose,95134,1,Double-Wide Mobile Home,1980,SAN JOSE,29160,2070,284946,229,3,0,Unknown
190,"4608 Capay Dr #2,SAN JOSE, CA 95118",655000,2,1,810,San Jose,95118,1,Condo,1970,SAN JOSE,29160,5137,653662,809,2,379,Unknown
191,"7690 Galloway Dr,SAN JOSE, CA 95135",879900,2,2,1509,San Jose,95135,1,Condo,1989,SAN JOSE,29160,7493,880353,583,2,1102,Unknown
192,"2464 Cory Ave,SAN JOSE, CA 95128",2300000,3,3.5,1858,San Jose,95128,1,Single Family Home,2023,SAN JOSE,6225,16706,2303290,1238,2,0,Contemporary
193,"917 Apricot Ave Unit B,CAMPBELL, CA 95008",625000,1,1,895,San Jose,95008,1,Condo,1980,CAMPBELL,889,5157,625280,698,2,617,Unknown
194,"1425 Saint Francis Dr,SAN JOSE, CA 95125",1998000,4,2.5,2234,San Jose,95125,1,Single Family Home,1953,SAN JOSE,9150,14512,2002616,894,2,0,Unknown
195,"2744 Plummer Ave,SAN JOSE, CA 95125",1699000,3,2,1632,San Jose,95125,1,Single Family Home,1954,SAN JOSE,9845,12341,1709180,1041,2,0,Unknown
196,"899 E St James St,San Jose, CA 95112",1049000,4,2,1230,San Jose,95112,1,Single Family Residential,1920,San Jose,3420,7619,1469274,853,2,0,"Bungalow, Craftsman"
197,"1448 Branham Ln,SAN JOSE, CA 95118",1299000,3,2,1232,San Jose,95118,1,Single Family Home,1963,SAN JOSE,6240,9435,1311252,1054,2,0,Ranch
198,"5877 Lake Almanor Dr,SAN JOSE, CA 95123",699000,2,1,852,San Jose,95123,1,Condo,1988,SAN JOSE,29160,5532,698956,820,2,455,Unknown
199,"588 Hyde Park Dr,SAN JOSE, CA 95136",1599000,4,2.5,2124,San Jose,95136,1,Single Family Home,1973,SAN JOSE,6236,11614,1638661,753,2,0,Unknown
200,"2411 Falk Ct,SAN JOSE, CA 95116",698000,2,2,1091,San Jose,95116,1,Townhouse,2003,SAN JOSE,725,5310,702491,640,2,240,Unknown
201,"924 Oakdell Pl,SAN JOSE, CA 95117",1998888,3,2,1712,San Jose,95117,1,Single Family Home,1960,SAN JOSE,11761,14519,2034901,1168,2,0,Unknown
202,"6088 Cahalan Ave,San Jose, CA 95123",1299000,3,2,1576,San Jose,95123,2,Single Family Residential,1967,Not Listed,6400,9435,1301722,824,2,0,Traditional
203,"413 Curie Dr,SAN JOSE, CA 95123",1400000,3,2,1617,San Jose,95123,2,Single Family Home,1969,SAN JOSE,5562,10169,1400018,866,2,0,Unknown
204,"801 S Winchester Blvd #4204,SAN JOSE, CA 95128",859000,2,2,1022,San Jose,95128,2,Condo,2005,SAN JOSE,1424,6638,862329,841,2,399,Mediterranean
205,"1809 LA Porte Ave,San Jose, CA 95122",1150000,3,2,1292,San Jose,95122,2,Single Family Residential,1959,HILLVIEW,5150,8353,1469274,890,0,0,Ranch
206,"2619 Meridian Ave,SAN JOSE, CA 95124",1599999,3,2,1569,San Jose,95124,2,Single Family Home,1960,SAN JOSE,6182,11621,1603302,1020,2,0,Unknown
207,"2904 Moss Hollow Dr #2904,SAN JOSE, CA 95121",300000,2,2,1680,San Jose,95121,2,Triple-Wide Mobile Home,1977,SAN JOSE,29160,2179,299651,179,2,0,Unknown
208,"2240 Ruby Ave,SAN JOSE, CA 95148",1688888,5,2.5,2697,San Jose,95148,2,Single Family Home,1968,SAN JOSE,11325,12267,1698675,626,2,0,Other (See Remarks)
209,"1399 Locust St,San Jose, CA 95110",895000,3,2.5,1668,San Jose,95110,2,Single Family Residential,1991,San Jose,2896,6501,1469274,537,2,0,"Contemporary, Mediterranean"
210,"6022 Jacques Dr,SAN JOSE, CA 95123",1598888,4,2,1321,San Jose,95123,2,Single Family Home,1971,SAN JOSE,7269,11613,1594973,1210,2,0,Unknown
211,"447 E Saint John St,SAN JOSE, CA 95112",1025000,5,4,2003,San Jose,95112,2,Single Family Home,1900,SAN JOSE,2450,7445,1019619,512,2,0,Unknown
212,"2061 Limewood Dr,San Jose, CA 95132",1388000,3,2,1634,San Jose,95132,2,Single Family Residential,1964,San Jose,6099,10082,1386488,849,2,0,Ranch
213,"2538 Sugarplum Dr,San Jose, CA 95148",1170000,3,2,1040,San Jose,95148,2,Single Family Residential,1971,San Jose,6180,8498,1173481,1125,2,0,Traditional
214,"432 Los Encinos Ave #432,SAN JOSE, CA 95134",295000,2,0,1440,San Jose,95134,2,Double-Wide Mobile Home,1970,SAN JOSE,29160,2143,293115,205,2,0,Unknown
215,"3153 Payne Ave #11,SAN JOSE, CA 95117",999000,3,2.5,1360,San Jose,95117,2,Townhouse,1976,SAN JOSE,1546,7631,1071056,735,2,375,Unknown
216,"1310 Saddle Rack St #327,SAN JOSE, CA 95126",860000,2,2,1311,San Jose,95126,2,Condo,2004,SAN JOSE,29160,6782,859066,656,2,535,Unknown
217,"547 Richmond Ave,SAN JOSE, CA 95128",1399000,4,3,1789,San Jose,95128,2,Single Family Home,1949,SAN JOSE,7349,10162,1401611,782,2,0,Unknown
218,"158 Piazza Way,San Jose, CA 95127",1598000,4,3,2216,San Jose,95127,2,Single Family Residential,1976,San Jose,10868,11607,1609555,721,2,0,Contemporary
219,"7225 Sleepy Creek Dr,SAN JOSE, CA 95120",1250000,3,2.5,1470,San Jose,95120,2,Single Family Home,1985,SAN JOSE,2746,9138,1291394,850,2,59,Unknown
220,"1032 Abruzzo Ln #3,SAN JOSE, CA 95131",998000,2,2,1371,San Jose,95131,2,Townhouse,2017,SAN JOSE,509,7535,997846,728,2,286,Unknown
221,"1146 Minnesota Ave,SAN JOSE, CA 95125",2300000,3,2.5,3288,San Jose,95125,2,Single Family Home,1951,SAN JOSE,4602,16706,2301598,700,2,0,Victorian
222,"13080 Haga Dr,SAN JOSE, CA 95111",849000,2,1,1410,San Jose,95111,2,Single Family Home,1951,SAN JOSE,9236,6167,851619,602,2,0,Unknown
223,"3365 Pearltone Dr,SAN JOSE, CA 95117",2199000,4,2.5,2317,San Jose,95117,2,Single Family Home,1965,SAN JOSE,10890,15972,2220883,949,2,0,Unknown
224,"1317 Weaver Dr,SAN JOSE, CA 95125",2599000,4,2,2884,San Jose,95125,2,Single Family Home,1951,SAN JOSE,13068,18878,2601871,901,2,0,Unknown
225,"2906 Mitton Dr,SAN JOSE, CA 95148",1698000,3,2.5,1798,San Jose,95148,2,Single Family Home,1985,SAN JOSE,8797,12333,1732557,944,2,0,Unknown
226,"1228 Gainsville Ave,SAN JOSE, CA 95122",999900,4,2,1283,San Jose,95122,2,Single Family Home,1963,SAN JOSE,5039,7263,1016118,779,2,0,Unknown
227,"5389 Armonk Ct,SAN JOSE, CA 95123",1199000,3,2.5,1546,San Jose,95123,2,Single Family Home,1986,SAN JOSE,4992,8759,1209025,776,2,50,Unknown
228,"5718 Pontiac Dr,SAN JOSE, CA 95123",1229888,3,1.5,1037,San Jose,95123,2,Single Family Home,1962,SAN JOSE,6026,8933,1265284,1186,2,0,Unknown
229,"1365 Wildman Dr,SAN JOSE, CA 95127",1395888,4,2.5,2293,San Jose,95127,2,Single Family Home,1968,SAN JOSE,10124,10139,1393456,609,2,0,Traditional
230,"2324 Glendenning Ave,SANTA CLARA, CA 95050",1399000,3,2,1080,San Jose,95050,2,Single Family Home,1954,SANTA CLARA,6100,10162,1403285,1295,2,0,Unknown
231,"14846 Acton Dr,SAN JOSE, CA 95124",2398000,4,3,2130,San Jose,95124,2,Single Family Home,1950,SAN JOSE,9697,17418,2441587,1126,2,0,Ranch
232,"3152 Heather Ridge Dr,San Jose, CA 95136",799900,1,1,1012,San Jose,95136,2,Condo,1989,SOUTH SAN JOSE,1012,6374,799862,790,2,564,Unknown
233,"10460 McVay Ave,SAN JOSE, CA 95127",1275000,4,2,1342,San Jose,95127,3,Single Family Home,1960,SAN JOSE,6747,9261,1279161,950,2,0,Ranch
234,"8318 Chianti Ct,SAN JOSE, CA 95135",1598888,3,2.5,2201,San Jose,95135,3,Single Family Home,1979,SAN JOSE,22651,12088,1608579,726,2,475,Mediterranean
235,"5527 Sean Cir #69,SAN JOSE, CA 95123",599000,2,1,997,San Jose,95123,3,Condo,1979,SAN JOSE,997,4860,610199,601,2,509,Unknown
236,"1743 Aprilsong Ct,SAN JOSE, CA 95131",1428880,4,2,1843,San Jose,95131,3,Single Family Home,1974,SAN JOSE,6439,10379,1463632,775,2,0,Unknown
237,"2450 New Jersey,San Jose, CA 95124",1799000,4,2.5,2048,San Jose,95124,3,Single Family Residential,1965,San Jose,5798,13067,1827124,878,2,0,Unknown
238,"1015 Roy Ave,SAN JOSE, CA 95125",1175000,2,2.5,1641,San Jose,95125,3,Townhouse,1974,SAN JOSE,2184,9105,1175863,716,2,570,Unknown
239,"1362 Lansing Ave,SAN JOSE, CA 95118",1050000,3,2,1232,San Jose,95118,3,Single Family Home,1964,SAN JOSE,6078,7627,1056950,852,2,0,Unknown
240,"491 Lily Ann #491,SAN JOSE, CA 95123",275000,2,2,1440,San Jose,95123,3,Double-Wide Mobile Home,1977,SAN JOSE,29160,1997,281180,191,3,0,Unknown
241,"6754 Gentry Oaks Pl,SAN JOSE, CA 95138",1699000,4,2.5,2060,San Jose,95138,3,Single Family Home,1997,SAN JOSE,4532,12341,1701377,825,2,0,Unknown
242,"541 Yurok Cir,SAN JOSE, CA 95123",1258000,4,2,1345,San Jose,95123,3,Single Family Home,1966,SAN JOSE,8290,9137,1329824,935,2,0,Ranch
243,"1660 Hollowcreek Pl,SAN JOSE, CA 95121",865000,3,2.5,1508,San Jose,95121,3,Townhouse,1979,SAN JOSE,1466,6618,893513,574,2,335,Unknown
244,"4269 Sayoko Cir,SAN JOSE, CA 95136",1549000,5,3,2236,San Jose,95136,3,Single Family Home,1971,SAN JOSE,6796,11294,1562888,693,2,43,Unknown
245,"856 Nevada Ave,SAN JOSE, CA 95125",1799000,3,2,1584,San Jose,95125,3,Single Family Home,1931,SAN JOSE,5731,13067,1843997,1136,2,0,Mediterranean
246,"12155 Mount Hamilton Rd,SAN JOSE, CA 95140",3899000,5,3.5,3782,San Jose,95140,3,Single Family Home,1951,SAN JOSE,108028,28320,3848617,1031,2,0,Mediterranean
247,"16159 Loretta Ln,LOS GATOS, CA 95032",928000,2,2.5,1334,San Jose,95032,3,Townhouse,1980,LOS GATOS,529,7247,1016947,696,2,507,Unknown
248,"411 Castro Ct,CAMPBELL, CA 95008",1798000,3,2,1248,San Jose,95008,3,Single Family Home,1959,CAMPBELL,9000,13060,1469274,1441,2,0,Unknown
249,"1251 Malone Rd,SAN JOSE, CA 95125",1698000,3,2,1408,San Jose,95125,3,Single Family Home,1947,SAN JOSE,6663,12333,1831154,1206,2,0,"Ranch, Traditional"
250,"219 N White Rd,SAN JOSE, CA 95127",1049000,3,2,1281,San Jose,95127,3,Single Family Home,1959,SAN JOSE,6138,7619,1098224,819,2,0,Ranch
251,"2586 Cottle Ave,SAN JOSE, CA 95125",2599000,3,3,2457,San Jose,95125,3,Single Family Home,1951,SAN JOSE,15681,18878,2603635,1058,2,0,Unknown
252,"6268 Hokett Way,SAN JOSE, CA 95123",1395000,3,2,1625,San Jose,95123,3,Single Family Home,1968,SAN JOSE,7115,10132,1423690,858,2,0,Tract
253,"525 Lundy Pl,Milpitas, CA 95035",1501995,3,2.5,1948,San Jose,95035,3,Townhouse,2023,San Jose,29160,11344,1469274,771,2,434,Contemporary
254,"524 Rutland Ave,SAN JOSE, CA 95128",1098000,2,1,1087,San Jose,95128,3,Single Family Home,1939,SAN JOSE,5067,7975,1102304,1010,2,0,Bungalow
255,"2254 Richland Ave,SAN JOSE, CA 95125",1348000,2,2,1437,San Jose,95125,3,Single Family Home,1940,SAN JOSE,6257,9791,1372154,938,2,0,Unknown
256,"1355 Mcquesten Dr Unit C,SAN JOSE, CA 95122",598000,3,1.5,1150,San Jose,95122,3,Townhouse,1980,SAN JOSE,650,4784,625998,520,2,440,Unknown
257,"2184 Nola Dr,SAN JOSE, CA 95125",1699000,3,2.5,1925,San Jose,95125,3,Single Family Home,1968,SAN JOSE,8447,12341,1697874,883,2,0,Ranch
258,"1853 Almaden Rd #414,SAN JOSE, CA 95125",591800,1,1,646,San Jose,95125,3,Condo,2023,SAN JOSE,29160,4877,591559,916,1,578,Unknown
259,"10080 Bret Ave,CUPERTINO, CA 95014",5180000,5,5.5,3780,San Jose,95014,3,Single Family Home,2023,CUPERTINO,9375,37625,5130112,1370,2,0,Contemporary
260,"410 Don Andres Ct,SAN JOSE, CA 95123",724888,3,1.5,1156,San Jose,95123,4,Townhouse,1970,SAN JOSE,856,5575,765839,627,2,310,Unknown
261,"490 N 5th St,SAN JOSE, CA 95112",1325000,3,2,1278,San Jose,95112,4,Single Family Home,1901,SAN JOSE,6202,9624,1321912,1037,2,0,"Victorian, Vintage"
262,"1471 Mardan Dr,SAN JOSE, CA 95132",1499950,4,2.5,1836,San Jose,95132,4,Single Family Home,1969,SAN JOSE,6132,10895,1506664,817,2,0,Contemporary
263,"4393 Laird Cir,SANTA CLARA, CA 95054",1679000,3,3,1590,San Jose,95054,4,Single Family Home,2005,SANTA CLARA,1843,12340,1688247,1056,2,145,Contemporary
264,"373 Avenida Arboles,San Jose, CA 95123",1399000,4,2.5,1908,San Jose,95123,4,Single Family Residential,1968,San Jose,7471,10162,1408781,733,2,0,Traditional
265,"4667 Blanco Dr,SAN JOSE, CA 95129",1998000,3,2,1645,San Jose,95129,4,Single Family Home,1963,SAN JOSE,6067,14512,2011878,1215,2,0,Unknown
266,"4991 Ponderosa Ter,CAMPBELL, CA 95008",985000,3,1.5,1176,San Jose,95008,4,Townhouse,1973,CAMPBELL,1086,7590,1003180,838,2,436,Unknown
267,"1538 Denali Way,SAN JOSE, CA 95122",999998,4,2,1139,San Jose,95122,4,Single Family Home,1978,SAN JOSE,6459,7263,1003914,878,2,0,Unknown
268,"2929 Kring Dr,SAN JOSE, CA 95125",1875000,3,2,1824,San Jose,95125,4,Single Family Home,1954,SAN JOSE,7995,13619,1880487,1028,2,0,Unknown
269,"2151 Oakland Rd #3,SAN JOSE, CA 95131",349950,3,2,1596,San Jose,95131,4,Double-Wide Mobile Home,2004,SAN JOSE,29160,2542,350902,219,3,0,Unknown
270,"1389 Cherrywood Sq,SAN JOSE, CA 95117",998800,2,2.5,1292,San Jose,95117,4,Townhouse,1972,SAN JOSE,1314,7605,1077112,773,2,350,Unknown
271,"8099 Cabernet Ct,SAN JOSE, CA 95135",938000,2,2,1803,San Jose,95135,4,Condo,1978,SAN JOSE,29160,8240,962510,520,2,1427,Unknown
272,"2963 Valley Of Hearts Delight Pl,SAN JOSE, CA 95136",1488888,4,4,2149,San Jose,95136,4,Single Family Home,2019,SAN JOSE,2517,10943,1500637,693,2,129,Unknown
273,"1757 Hillsdale Ave,SAN JOSE, CA 95124",1098000,3,1,1060,San Jose,95124,4,Single Family Home,1954,SAN JOSE,5096,7975,1173450,1036,2,0,Unknown
274,"3229 Falmouth St,SAN JOSE, CA 95132",1198000,4,2,1234,San Jose,95132,4,Single Family Home,1979,SAN JOSE,8979,8702,1397012,971,2,0,Unknown
275,"1572 Willowbrook Dr,SAN JOSE, CA 95118",1475000,3,2,1260,San Jose,95118,4,Single Family Home,1959,SAN JOSE,5783,10714,1509566,1171,2,0,Unknown
276,"1792 Wilcox Way,SAN JOSE, CA 95125",2795000,4,2.5,2416,San Jose,95125,4,Single Family Home,1962,SAN JOSE,8025,20301,2783305,1157,2,0,Unknown
277,"1706 Bevin Brook Dr,SAN JOSE, CA 95112",740000,3,3,1201,San Jose,95112,4,Condo,1993,SAN JOSE,803,5835,758555,616,2,460,Unknown
278,"469 Bellezza Pl,SAN JOSE, CA 95128",1498000,4,4,1784,San Jose,95128,4,Condo,2012,SAN JOSE,29160,11249,1511891,840,2,368,Unknown
279,"629 Villa Centre Way,SAN JOSE, CA 95128",2199000,4,3,2223,San Jose,95128,4,Single Family Home,1996,SAN JOSE,3138,16149,2204877,989,2,177,Mediterranean
280,"3178 Williamsburg Dr,SAN JOSE, CA 95117",1650000,8,4,2880,San Jose,95117,4,Fourplex,1962,SAN JOSE,7381,11985,1636197,573,2,0,Unknown
281,"860 Georgetown Pl,SAN JOSE, CA 95126",1268888,3,2.5,1859,San Jose,95126,4,Townhouse,2003,SAN JOSE,1432,9616,1308267,683,2,400,Unknown
282,"1033 White Peach Way,SAN JOSE, CA 95133",1299888,3,3.5,1697,San Jose,95133,4,Townhouse,2013,SAN JOSE,677,9655,1303432,766,2,213,Contemporary
283,"3193 Finch Dr,SAN JOSE, CA 95117",1698000,2,1,1100,San Jose,95117,4,Single Family Home,1948,SAN JOSE,11761,12333,1723039,1544,2,0,Unknown
284,"951 N 3rd St,SAN JOSE, CA 95112",1395000,3,2,2050,San Jose,95112,4,Single Family Home,1938,SAN JOSE,6188,10132,1432152,680,2,0,Tudor
285,"207 Coy Dr #4,SAN JOSE, CA 95123",530000,2,1,798,San Jose,95123,5,Condo,1970,SAN JOSE,29160,4237,534972,664,2,387,Unknown
286,"3201 Vineyard Park Way,SAN JOSE, CA 95135",1288000,3,2.5,1628,San Jose,95135,5,Townhouse,2000,SAN JOSE,1160,9690,1469274,791,2,335,Contemporary
287,"1188 Malone Rd,SAN JOSE, CA 95125",2398000,3,2.5,1929,San Jose,95125,5,Single Family Home,1941,SAN JOSE,8018,17418,2398196,1243,2,0,Craftsman
288,"382 N 7th St,SAN JOSE, CA 95112",899000,2,1,918,San Jose,95112,5,Single Family Home,1935,SAN JOSE,5062,6530,1469274,979,2,0,Cottage
289,"144 S 3rd St #332,SAN JOSE, CA 95112",588888,1,1,1023,San Jose,95112,5,Condo,1997,SAN JOSE,1023,5006,589763,576,2,729,Unknown
290,"3212 Kimber Ct #79,SAN JOSE, CA 95124",639000,1,1,815,San Jose,95124,5,Condo,1977,SAN JOSE,29160,4977,644409,784,2,336,Unknown
291,"1075 Fleetwood Dr,SAN JOSE, CA 95120",1699500,4,2.5,2191,San Jose,95120,5,Single Family Home,1966,SAN JOSE,6039,12344,1723164,776,2,0,Unknown
292,"3170 Williamsburg Dr,SAN JOSE, CA 95117",1650000,8,4,2880,San Jose,95117,5,Fourplex,1962,SAN JOSE,7303,11985,1641232,573,2,0,Unknown
293,"1847 Bristol Bay Cmn,SAN JOSE, CA 95131",944888,2,2.5,1181,San Jose,95131,5,Townhouse,1994,SAN JOSE,969,7229,1035994,800,2,366,Unknown
294,"1384 Keenan Way,SAN JOSE, CA 95125",925000,2,2.5,1224,San Jose,95125,5,Townhouse,1985,SAN JOSE,2111,7147,977694,756,2,428,Unknown
295,"1666 Christopher St,SAN JOSE, CA 95122",849888,4,3,1306,San Jose,95122,5,Single Family Home,1959,SAN JOSE,5843,6173,872640,651,2,0,Unknown
296,"3190 Dorcich St,SANTA CLARA, CA 95050",3650000,5,4,2774,San Jose,95050,5,Single Family Home,2023,SANTA CLARA,10146,26512,3687628,1316,2,0,Contemporary
297,"88 Bush St #2200,SAN JOSE, CA 95126",724000,1,1.5,841,San Jose,95126,6,Condo,2008,SAN JOSE,29160,5774,740155,861,2,515,Modern/High Tech
298,"5965 Arabian Ct,SAN JOSE, CA 95123",1820000,5,3,2509,San Jose,95123,6,Single Family Home,1966,SAN JOSE,6856,13219,1824250,725,2,0,Unknown
299,"356 santana row Row #315,SAN JOSE, CA 95128",2450000,3,2.5,2166,San Jose,95128,6,Condo,2003,SAN JOSE,29160,19545,2461705,1131,2,1750,Unknown
300,"2233 Montezuma Dr,SAN JOSE, CA 95130",1968000,4,3,1911,San Jose,95130,6,Single Family Home,1961,SAN JOSE,6934,14294,2104743,1030,2,0,Unknown
301,"5337 Cribari Gln,SAN JOSE, CA 95135",469000,1,1,947,San Jose,95135,7,Condo,1970,SAN JOSE,29160,4236,466930,495,2,829,Unknown
302,"1407 San Tomas Aquino Pkwy,SAN JOSE, CA 95130",1848000,8,5,2764,San Jose,95130,7,Fourplex,1960,SAN JOSE,6885,13423,1856272,669,2,0,Unknown
303,"1734 Braddock Ct,SAN JOSE, CA 95125",668000,2,1,865,San Jose,95125,7,Condo,1984,SAN JOSE,29160,5352,682088,772,2,500,Unknown
304,"3016 Cyrus Ave,SAN JOSE, CA 95124",1449000,3,2,1270,San Jose,95124,8,Single Family Home,1956,SAN JOSE,6810,10525,1452852,1141,2,0,Ranch
